datetime,open,high,low,close,volume,openinterest
2025-07-01 08:00:00,1.17858,1.17874,1.17842,1.17845,380,0
2025-07-01 08:15:00,1.17843,1.17873,1.17821,1.17867,305,0
2025-07-01 08:30:00,1.17867,1.17891,1.17825,1.17841,321,0
2025-07-01 08:45:00,1.1784,1.17868,1.17797,1.17861,612,0
2025-07-01 09:00:00,1.1786,1.1786,1.17767,1.17782,785,0
2025-07-01 09:15:00,1.17783,1.17819,1.17755,1.17814,653,0
2025-07-01 09:30:00,1.17814,1.17836,1.17771,1.17832,633,0
2025-07-01 09:45:00,1.17832,1.17863,1.17783,1.17786,787,0
2025-07-01 10:00:00,1.17787,1.17842,1.17669,1.17837,1115,0
2025-07-01 10:15:00,1.17836,1.17873,1.17812,1.17842,958,0
2025-07-01 10:30:00,1.17849,1.17861,1.17807,1.1783,870,0
2025-07-01 10:45:00,1.17829,1.17858,1.17782,1.17854,800,0
2025-07-01 11:00:00,1.17834,1.17842,1.17741,1.17767,955,0
2025-07-01 11:15:00,1.17765,1.17881,1.17759,1.1788,935,0
2025-07-01 11:30:00,1.17881,1.17979,1.1785,1.17921,883,0
2025-07-01 11:45:00,1.17921,1.18168,1.17918,1.18039,1104,0
2025-07-01 12:00:00,1.18037,1.18056,1.17964,1.18018,865,0
2025-07-01 12:15:00,1.18019,1.18182,1.18018,1.18143,1165,0
2025-07-01 12:30:00,1.18143,1.18293,1.18135,1.18205,1073,0
2025-07-01 12:45:00,1.18206,1.18242,1.18129,1.18132,891,0
2025-07-01 13:00:00,1.18136,1.18227,1.18119,1.18208,887,0
2025-07-01 13:15:00,1.18208,1.18216,1.18104,1.1814,782,0
2025-07-01 13:30:00,1.1814,1.18178,1.18104,1.1815,655,0
2025-07-01 13:45:00,1.1815,1.18187,1.18109,1.18109,583,0
2025-07-01 14:00:00,1.18109,1.18135,1.18083,1.18096,647,0
2025-07-01 14:15:00,1.18096,1.18096,1.18053,1.18075,645,0
2025-07-01 14:30:00,1.18078,1.18163,1.18067,1.18161,660,0
2025-07-01 14:45:00,1.18164,1.18189,1.18121,1.18135,932,0
2025-07-01 15:00:00,1.18133,1.18169,1.18059,1.18105,940,0
2025-07-01 15:15:00,1.18105,1.18142,1.18084,1.18097,945,0
2025-07-01 15:30:00,1.18098,1.18109,1.18046,1.18052,906,0
2025-07-01 15:45:00,1.18052,1.18066,1.18018,1.18033,766,0
2025-07-01 16:00:00,1.18032,1.18064,1.18004,1.18006,962,0
2025-07-01 16:15:00,1.18006,1.18034,1.17946,1.17977,779,0
2025-07-01 16:30:00,1.17977,1.18079,1.17945,1.17998,946,0
2025-07-01 16:45:00,1.17999,1.18114,1.17928,1.18012,1543,0
2025-07-01 17:00:00,1.18014,1.18017,1.17828,1.17912,1910,0
2025-07-01 17:15:00,1.17912,1.18,1.17875,1.1792,1281,0
2025-07-01 17:30:00,1.1792,1.17951,1.17755,1.17832,1190,0
2025-07-01 17:45:00,1.17833,1.17878,1.17748,1.17793,1711,0
2025-07-01 18:00:00,1.17792,1.17792,1.17711,1.17736,1312,0
2025-07-01 18:15:00,1.1774,1.17783,1.17686,1.17706,990,0
2025-07-01 18:30:00,1.17708,1.1779,1.17685,1.17708,1161,0
2025-07-01 18:45:00,1.17708,1.17763,1.17699,1.17753,976,0
2025-07-01 19:00:00,1.17753,1.17754,1.17646,1.17699,970,0
2025-07-01 19:15:00,1.17699,1.17712,1.17612,1.17635,814,0
2025-07-01 19:30:00,1.17634,1.17675,1.17624,1.17625,704,0
2025-07-01 19:45:00,1.17625,1.17651,1.17608,1.17649,782,0
2025-07-01 20:00:00,1.1765,1.17717,1.17649,1.17707,790,0
2025-07-01 20:15:00,1.17706,1.17802,1.17682,1.17766,721,0
2025-07-01 20:30:00,1.17766,1.17818,1.17766,1.17792,469,0
2025-07-01 20:45:00,1.17792,1.17831,1.17786,1.17823,538,0
2025-07-01 21:00:00,1.17823,1.1783,1.17781,1.17793,493,0
2025-07-01 21:15:00,1.17793,1.17798,1.17747,1.17758,441,0
2025-07-01 21:30:00,1.17758,1.17782,1.17746,1.17757,465,0
2025-07-01 21:45:00,1.17757,1.17804,1.17746,1.17803,536,0
2025-07-01 22:00:00,1.17802,1.17904,1.17788,1.17891,753,0
2025-07-01 22:15:00,1.17891,1.17896,1.17835,1.17835,533,0
2025-07-01 22:30:00,1.17835,1.17847,1.17818,1.17845,478,0
2025-07-01 22:45:00,1.17846,1.17906,1.17837,1.17904,512,0
2025-07-01 23:00:00,1.17904,1.17967,1.17902,1.1795,519,0
2025-07-01 23:15:00,1.1795,1.18013,1.17931,1.1801,288,0
2025-07-01 23:30:00,1.18015,1.18051,1.17988,1.18037,338,0
2025-07-01 23:45:00,1.18037,1.18063,1.18019,1.18052,470,0
2025-07-02 00:00:00,1.18014,1.1803,1.17956,1.17994,109,0
2025-07-02 00:15:00,1.17995,1.18,1.17985,1.17987,114,0
2025-07-02 00:30:00,1.17987,1.18017,1.17981,1.18015,294,0
2025-07-02 00:45:00,1.18015,1.18034,1.17992,1.1803,209,0
2025-07-02 01:00:00,1.18027,1.18056,1.18027,1.18052,211,0
2025-07-02 01:15:00,1.18051,1.18056,1.18014,1.18037,309,0
2025-07-02 01:30:00,1.18037,1.18056,1.18033,1.18051,186,0
2025-07-02 01:45:00,1.18052,1.18057,1.18019,1.1802,346,0
2025-07-02 02:00:00,1.18022,1.18039,1.1799,1.18027,499,0
2025-07-02 02:15:00,1.18027,1.18034,1.17984,1.18019,166,0
2025-07-02 02:30:00,1.18023,1.18048,1.18014,1.18046,225,0
2025-07-02 02:45:00,1.18046,1.18063,1.1803,1.18047,312,0
2025-07-02 03:00:00,1.18045,1.18053,1.17998,1.18018,573,0
2025-07-02 03:15:00,1.18017,1.18036,1.17995,1.17999,449,0
2025-07-02 03:30:00,1.17998,1.1801,1.17987,1.17998,372,0
2025-07-02 03:45:00,1.17998,1.18076,1.17998,1.1807,516,0
2025-07-02 04:00:00,1.18071,1.18091,1.18033,1.18061,545,0
2025-07-02 04:15:00,1.18061,1.18084,1.18052,1.18081,317,0
2025-07-02 04:30:00,1.18083,1.18088,1.18043,1.18083,395,0
2025-07-02 04:45:00,1.18083,1.18096,1.17917,1.17932,622,0
2025-07-02 05:00:00,1.17932,1.17945,1.17878,1.1793,629,0
2025-07-02 05:15:00,1.1793,1.17976,1.17928,1.17975,446,0
2025-07-02 05:30:00,1.17975,1.17993,1.17965,1.17975,309,0
2025-07-02 05:45:00,1.17975,1.18013,1.17968,1.17997,486,0
2025-07-02 06:00:00,1.17999,1.18025,1.17968,1.18013,420,0
2025-07-02 06:15:00,1.18013,1.18022,1.17973,1.17979,348,0
2025-07-02 06:30:00,1.1798,1.18007,1.17976,1.1798,338,0
2025-07-02 06:45:00,1.1798,1.18,1.17957,1.17998,371,0
2025-07-02 07:00:00,1.18,1.18007,1.17983,1.17999,359,0
2025-07-02 07:15:00,1.17998,1.18,1.17981,1.17986,291,0
2025-07-02 07:30:00,1.17985,1.17992,1.17952,1.17967,343,0
2025-07-02 07:45:00,1.17967,1.17968,1.17954,1.17958,246,0
2025-07-02 08:00:00,1.17957,1.17977,1.17903,1.17922,434,0
2025-07-02 08:15:00,1.17921,1.17923,1.17881,1.17922,348,0
2025-07-02 08:30:00,1.17922,1.17951,1.17917,1.17934,461,0
2025-07-02 08:45:00,1.17934,1.17934,1.17842,1.17868,688,0
2025-07-02 09:00:00,1.1787,1.1793,1.17865,1.17908,753,0
2025-07-02 09:15:00,1.17907,1.17925,1.1784,1.17854,683,0
2025-07-02 09:30:00,1.17854,1.17878,1.17788,1.17802,716,0
2025-07-02 09:45:00,1.17803,1.17818,1.1773,1.1781,817,0
2025-07-02 10:00:00,1.1781,1.17829,1.17758,1.17823,885,0
2025-07-02 10:15:00,1.17826,1.1783,1.17766,1.17771,830,0
2025-07-02 10:30:00,1.17771,1.17825,1.17709,1.17776,866,0
2025-07-02 10:45:00,1.17776,1.17802,1.17731,1.17735,694,0
2025-07-02 11:00:00,1.17735,1.17784,1.177,1.1776,776,0
2025-07-02 11:15:00,1.1776,1.17779,1.17695,1.1777,761,0
2025-07-02 11:30:00,1.17771,1.17806,1.1774,1.1778,760,0
2025-07-02 11:45:00,1.1778,1.17809,1.17724,1.17749,728,0
2025-07-02 12:00:00,1.1775,1.17772,1.17702,1.17712,721,0
2025-07-02 12:15:00,1.17711,1.17736,1.17667,1.17685,727,0
2025-07-02 12:30:00,1.17684,1.17718,1.17667,1.17714,736,0
2025-07-02 12:45:00,1.17714,1.1775,1.17669,1.17697,750,0
2025-07-02 13:00:00,1.17697,1.17803,1.17697,1.17794,600,0
2025-07-02 13:15:00,1.17793,1.17798,1.17721,1.17724,593,0
2025-07-02 13:30:00,1.17724,1.17767,1.17708,1.17748,503,0
2025-07-02 13:45:00,1.17749,1.17756,1.17643,1.17671,726,0
2025-07-02 14:00:00,1.17671,1.17707,1.17649,1.17695,626,0
2025-07-02 14:15:00,1.17696,1.177,1.17617,1.17623,525,0
2025-07-02 14:30:00,1.17624,1.17632,1.17534,1.17566,740,0
2025-07-02 14:45:00,1.17566,1.17578,1.17463,1.17493,1191,0
2025-07-02 15:00:00,1.17493,1.17569,1.17467,1.17523,1401,0
2025-07-02 15:15:00,1.17519,1.17878,1.17509,1.17773,2053,0
2025-07-02 15:30:00,1.17773,1.17773,1.17543,1.17612,1666,0
2025-07-02 15:45:00,1.17612,1.17659,1.17538,1.17561,1428,0
2025-07-02 16:00:00,1.17559,1.17771,1.17543,1.17732,1539,0
2025-07-02 16:15:00,1.17732,1.17738,1.17599,1.17646,1219,0
2025-07-02 16:30:00,1.17646,1.17718,1.17568,1.17703,1248,0
2025-07-02 16:45:00,1.17704,1.17708,1.17552,1.17593,1427,0
2025-07-02 17:00:00,1.17593,1.17644,1.1753,1.17557,1383,0
2025-07-02 17:15:00,1.17558,1.17702,1.17535,1.17621,1041,0
2025-07-02 17:30:00,1.17621,1.17669,1.17576,1.17586,1101,0
2025-07-02 17:45:00,1.17589,1.17683,1.17503,1.17669,1454,0
2025-07-02 18:00:00,1.17666,1.17778,1.17655,1.17774,1114,0
2025-07-02 18:15:00,1.17772,1.17828,1.17742,1.17792,962,0
2025-07-02 18:30:00,1.17792,1.17848,1.17792,1.17842,870,0
2025-07-02 18:45:00,1.17843,1.17893,1.17821,1.17888,912,0
2025-07-02 19:00:00,1.17888,1.17932,1.17851,1.17871,823,0
2025-07-02 19:15:00,1.17869,1.17917,1.17864,1.17876,757,0
2025-07-02 19:30:00,1.17874,1.17908,1.17861,1.17862,658,0
2025-07-02 19:45:00,1.17861,1.17892,1.17852,1.17879,581,0
2025-07-02 20:00:00,1.17879,1.1799,1.17878,1.17981,745,0
2025-07-02 20:15:00,1.17981,1.17996,1.17898,1.17925,597,0
2025-07-02 20:30:00,1.17926,1.17975,1.17926,1.17952,498,0
2025-07-02 20:45:00,1.17952,1.17983,1.1794,1.1795,464,0
2025-07-02 21:00:00,1.17948,1.17965,1.17929,1.17965,468,0
2025-07-02 21:15:00,1.17965,1.17978,1.17935,1.17976,446,0
2025-07-02 21:30:00,1.17976,1.17995,1.1797,1.17992,443,0
2025-07-02 21:45:00,1.17992,1.17995,1.17952,1.1799,674,0
2025-07-02 22:00:00,1.17991,1.17994,1.17965,1.1797,403,0
2025-07-02 22:15:00,1.17971,1.17982,1.1795,1.17966,363,0
2025-07-02 22:30:00,1.17966,1.17991,1.17959,1.17963,405,0
2025-07-02 22:45:00,1.17962,1.18028,1.1796,1.1802,365,0
2025-07-02 23:00:00,1.1802,1.1802,1.17953,1.17982,301,0
2025-07-02 23:15:00,1.17982,1.17983,1.17955,1.17966,276,0
2025-07-02 23:30:00,1.17965,1.1797,1.17929,1.17961,195,0
2025-07-02 23:45:00,1.17962,1.17986,1.17936,1.17968,261,0
2025-07-03 00:00:00,1.1797,1.17973,1.17932,1.17937,78,0
2025-07-03 00:15:00,1.17951,1.17987,1.17934,1.17953,127,0
2025-07-03 00:30:00,1.17953,1.17959,1.179,1.17917,242,0
2025-07-03 00:45:00,1.17916,1.17957,1.17864,1.1795,329,0
2025-07-03 01:00:00,1.1795,1.17996,1.17932,1.17994,276,0
2025-07-03 01:15:00,1.17994,1.17995,1.17968,1.17987,314,0
2025-07-03 01:30:00,1.1799,1.1799,1.17972,1.17977,172,0
2025-07-03 01:45:00,1.17977,1.17994,1.17962,1.17977,197,0
2025-07-03 02:00:00,1.1798,1.17993,1.17967,1.17993,206,0
2025-07-03 02:15:00,1.17993,1.17996,1.17984,1.17991,190,0
2025-07-03 02:30:00,1.17991,1.17997,1.17981,1.17994,191,0
2025-07-03 02:45:00,1.17993,1.18016,1.17977,1.17981,303,0
2025-07-03 03:00:00,1.17982,1.18013,1.17975,1.17992,145,0
2025-07-03 12:00:00,1.17913,1.17927,1.17904,1.17916,172,0
2025-07-03 12:15:00,1.17916,1.17939,1.17889,1.17896,728,0
2025-07-03 12:30:00,1.17896,1.17922,1.1788,1.17901,641,0
2025-07-03 12:45:00,1.17901,1.1794,1.17884,1.17919,573,0
2025-07-03 13:00:00,1.17918,1.17949,1.17864,1.17883,676,0
2025-07-03 13:15:00,1.17884,1.1798,1.17882,1.17965,596,0
2025-07-03 13:30:00,1.17964,1.17993,1.17943,1.17983,523,0
2025-07-03 13:45:00,1.17983,1.17995,1.17922,1.17928,480,0
2025-07-03 14:00:00,1.17927,1.17963,1.17922,1.17922,603,0
2025-07-03 14:15:00,1.17922,1.17946,1.17911,1.17932,533,0
2025-07-03 14:30:00,1.17932,1.17953,1.17906,1.17927,578,0
2025-07-03 14:45:00,1.17927,1.17927,1.17826,1.17844,832,0
2025-07-03 15:00:00,1.17844,1.17872,1.1781,1.17826,812,0
2025-07-03 15:15:00,1.17825,1.17893,1.17817,1.17865,814,0
2025-07-03 15:30:00,1.17859,1.17859,1.17168,1.17345,2497,0
2025-07-03 15:45:00,1.17345,1.17403,1.17189,1.17379,2049,0
2025-07-03 16:00:00,1.17377,1.17521,1.17334,1.17512,1620,0
2025-07-03 16:15:00,1.17516,1.17649,1.17516,1.17636,1370,0
2025-07-03 16:30:00,1.17641,1.17716,1.17561,1.17706,1327,0
2025-07-03 16:45:00,1.17708,1.17789,1.17656,1.17727,1277,0
2025-07-03 17:00:00,1.17729,1.17891,1.17606,1.17606,1518,0
2025-07-03 17:15:00,1.17607,1.1764,1.17516,1.17615,1186,0
2025-07-03 17:30:00,1.17617,1.17665,1.17525,1.17574,1283,0
2025-07-03 17:45:00,1.17574,1.17578,1.17506,1.17528,1147,0
2025-07-03 18:00:00,1.17526,1.17603,1.17488,1.17602,1071,0
2025-07-03 18:15:00,1.17601,1.17646,1.17553,1.17636,786,0
2025-07-03 18:30:00,1.17636,1.17657,1.17577,1.17602,940,0
2025-07-03 18:45:00,1.17602,1.17633,1.17553,1.17563,942,0
2025-07-03 19:00:00,1.17566,1.17574,1.17511,1.17565,760,0
2025-07-03 19:15:00,1.17565,1.17567,1.17441,1.17451,621,0
2025-07-03 19:30:00,1.17451,1.17458,1.17416,1.17421,636,0
2025-07-03 19:45:00,1.17422,1.17519,1.17394,1.17519,621,0
2025-07-03 20:00:00,1.17517,1.17554,1.17499,1.17536,461,0
2025-07-03 20:15:00,1.17537,1.17572,1.17537,1.17571,230,0
2025-07-03 20:30:00,1.17571,1.17576,1.17517,1.17531,305,0
2025-07-03 20:45:00,1.17531,1.17535,1.17505,1.17534,276,0
2025-07-03 21:00:00,1.17534,1.17558,1.17509,1.17558,288,0
2025-07-03 21:15:00,1.17558,1.17559,1.17493,1.17509,282,0
2025-07-03 21:30:00,1.17509,1.17538,1.17494,1.17496,226,0
2025-07-03 21:45:00,1.17497,1.17518,1.17474,1.17483,297,0
2025-07-03 22:00:00,1.17482,1.17483,1.17438,1.17462,288,0
2025-07-03 22:15:00,1.17462,1.17498,1.17462,1.17494,178,0
2025-07-03 22:30:00,1.17494,1.17496,1.17477,1.17487,200,0
2025-07-03 22:45:00,1.17487,1.17519,1.17471,1.17471,242,0
2025-07-03 23:00:00,1.17471,1.17508,1.17458,1.17467,259,0
2025-07-03 23:15:00,1.17467,1.17533,1.17467,1.17527,267,0
2025-07-03 23:30:00,1.17528,1.1759,1.17523,1.17553,252,0
2025-07-03 23:45:00,1.17555,1.17571,1.17549,1.17549,369,0
2025-07-04 00:00:00,1.17553,1.1758,1.17537,1.17538,118,0
2025-07-04 00:15:00,1.17538,1.17538,1.17503,1.17524,110,0
2025-07-04 00:30:00,1.17524,1.17571,1.17511,1.17569,264,0
2025-07-04 00:45:00,1.17569,1.17569,1.17546,1.17563,164,0
2025-07-04 01:00:00,1.17566,1.1757,1.17531,1.17543,315,0
2025-07-04 01:15:00,1.17543,1.17566,1.17542,1.17551,259,0
2025-07-04 01:30:00,1.1755,1.17571,1.17548,1.17564,221,0
2025-07-04 01:45:00,1.17564,1.1759,1.1756,1.17589,361,0
2025-07-04 02:00:00,1.17589,1.176,1.17554,1.17594,288,0
2025-07-04 02:15:00,1.17595,1.17618,1.1758,1.17615,194,0
2025-07-04 02:30:00,1.17615,1.1771,1.17614,1.17704,450,0
2025-07-04 02:45:00,1.17703,1.17707,1.17671,1.17686,434,0
2025-07-04 03:00:00,1.17687,1.17697,1.17654,1.17671,678,0
2025-07-04 03:15:00,1.17672,1.17704,1.17652,1.17673,448,0
2025-07-04 03:30:00,1.17674,1.17698,1.17638,1.17646,445,0
2025-07-04 03:45:00,1.17646,1.17672,1.1763,1.17664,467,0
2025-07-04 04:00:00,1.17666,1.17673,1.17641,1.17653,183,0
2025-07-04 10:15:00,1.1775,1.17753,1.17736,1.17744,101,0
2025-07-04 10:30:00,1.17744,1.17744,1.1767,1.17711,903,0
2025-07-04 10:45:00,1.17712,1.1777,1.17683,1.17693,815,0
2025-07-04 11:00:00,1.17693,1.17769,1.17681,1.17743,852,0
2025-07-04 11:15:00,1.17744,1.17771,1.17677,1.17691,674,0
2025-07-04 11:30:00,1.17691,1.17756,1.17679,1.1775,753,0
2025-07-04 11:45:00,1.1775,1.17759,1.17716,1.1774,854,0
2025-07-04 12:00:00,1.17736,1.1775,1.17714,1.17744,739,0
2025-07-04 12:15:00,1.17741,1.17762,1.17731,1.17753,655,0
2025-07-04 12:30:00,1.17753,1.17816,1.17753,1.17815,590,0
2025-07-04 12:45:00,1.17815,1.17815,1.17764,1.17779,750,0
2025-07-04 13:00:00,1.17777,1.17783,1.17745,1.17771,625,0
2025-07-04 13:15:00,1.1777,1.17803,1.17769,1.17796,606,0
2025-07-04 13:30:00,1.17796,1.17797,1.17745,1.17751,692,0
2025-07-04 13:45:00,1.17752,1.1779,1.17746,1.17773,628,0
2025-07-04 14:00:00,1.17774,1.17808,1.17759,1.17764,655,0
2025-07-04 14:15:00,1.17764,1.17815,1.17762,1.17794,462,0
2025-07-04 14:45:00,1.17734,1.17739,1.17679,1.17684,449,0
2025-07-04 15:00:00,1.17686,1.17713,1.17645,1.17653,700,0
2025-07-04 15:15:00,1.17656,1.17675,1.17638,1.1766,524,0
2025-07-04 15:30:00,1.1766,1.17678,1.17634,1.17663,594,0
2025-07-04 15:45:00,1.17663,1.17673,1.17648,1.17661,582,0
2025-07-04 16:00:00,1.17661,1.17718,1.17658,1.17679,501,0
2025-07-04 16:15:00,1.17679,1.17714,1.17677,1.17692,425,0
2025-07-04 16:30:00,1.17689,1.17764,1.17672,1.17761,656,0
2025-07-04 16:45:00,1.1776,1.17803,1.17733,1.1779,597,0
2025-07-04 17:00:00,1.17791,1.17869,1.17784,1.1782,616,0
2025-07-04 17:15:00,1.1782,1.17849,1.17794,1.17822,575,0
2025-07-04 17:30:00,1.17815,1.17829,1.17759,1.17767,582,0
2025-07-04 17:45:00,1.17767,1.17781,1.17747,1.1778,710,0
2025-07-04 18:00:00,1.17777,1.17811,1.17754,1.17774,674,0
2025-07-04 18:15:00,1.17774,1.1782,1.17764,1.17818,443,0
2025-07-04 18:30:00,1.17821,1.17828,1.17794,1.17827,394,0
2025-07-04 18:45:00,1.17826,1.1784,1.17782,1.17782,392,0
2025-07-04 19:00:00,1.17782,1.17811,1.1776,1.17797,318,0
2025-07-04 19:15:00,1.17797,1.17809,1.17775,1.17809,329,0
2025-07-04 19:30:00,1.17809,1.1781,1.17748,1.1775,291,0
2025-07-04 19:45:00,1.17751,1.17757,1.17732,1.1774,232,0
2025-07-04 20:00:00,1.1774,1.17769,1.17716,1.17747,880,0
2025-07-04 20:15:00,1.17747,1.17759,1.17732,1.17756,566,0
2025-07-04 20:30:00,1.17756,1.1777,1.17732,1.17736,649,0
2025-07-04 20:45:00,1.17737,1.17755,1.17731,1.1775,623,0
2025-07-04 21:00:00,1.1775,1.1775,1.17736,1.17745,733,0
2025-07-04 21:15:00,1.17745,1.17754,1.17739,1.17745,364,0
2025-07-04 21:30:00,1.17745,1.1776,1.17742,1.17757,719,0
2025-07-04 21:45:00,1.17758,1.17788,1.17755,1.17784,380,0
2025-07-04 22:00:00,1.17784,1.17793,1.17757,1.17767,538,0
2025-07-04 22:15:00,1.17768,1.1777,1.17752,1.17761,440,0
2025-07-04 22:30:00,1.17762,1.17763,1.17722,1.17752,1267,0
2025-07-04 22:45:00,1.17752,1.17756,1.17731,1.17746,721,0
2025-07-04 23:00:00,1.17738,1.17822,1.17734,1.17777,1360,0
2025-07-04 23:15:00,1.17777,1.1781,1.17757,1.17778,1322,0
2025-07-04 23:30:00,1.17774,1.178,1.1773,1.17777,475,0
2025-07-04 23:45:00,1.17778,1.17789,1.17659,1.17663,347,0
2025-07-07 00:00:00,1.17804,1.17813,1.17742,1.17813,56,0
2025-07-07 00:15:00,1.17813,1.17822,1.17764,1.17785,101,0
2025-07-07 00:30:00,1.17785,1.17795,1.17768,1.17795,159,0
2025-07-07 00:45:00,1.17795,1.17799,1.17759,1.1778,101,0
2025-07-07 01:00:00,1.17804,1.17804,1.17728,1.17766,285,0
2025-07-07 01:15:00,1.17766,1.17802,1.17766,1.17796,477,0
2025-07-07 01:30:00,1.17796,1.17814,1.17787,1.17794,317,0
2025-07-07 01:45:00,1.17793,1.17812,1.17783,1.17794,235,0
2025-07-07 02:00:00,1.17802,1.17817,1.17791,1.17793,234,0
2025-07-07 02:15:00,1.17793,1.17805,1.17779,1.17795,155,0
2025-07-07 02:30:00,1.1779,1.17811,1.17772,1.17788,482,0
2025-07-07 02:45:00,1.17789,1.17809,1.17747,1.17797,420,0
2025-07-07 03:00:00,1.17798,1.17883,1.17787,1.17877,659,0
2025-07-07 03:15:00,1.17878,1.17897,1.17809,1.1782,549,0
2025-07-07 03:30:00,1.1782,1.17851,1.17783,1.17799,499,0
2025-07-07 03:45:00,1.17799,1.17828,1.17783,1.17794,623,0
2025-07-07 04:00:00,1.17793,1.17793,1.17715,1.17747,508,0
2025-07-07 04:15:00,1.17748,1.17801,1.17747,1.1776,524,0
2025-07-07 04:30:00,1.17762,1.17794,1.17699,1.177,495,0
2025-07-07 04:45:00,1.177,1.17729,1.17695,1.17714,503,0
2025-07-07 05:00:00,1.17714,1.17742,1.17707,1.17731,488,0
2025-07-07 05:15:00,1.17732,1.17748,1.17704,1.17705,452,0
2025-07-07 05:30:00,1.17705,1.17717,1.17643,1.17697,590,0
2025-07-07 05:45:00,1.17697,1.17722,1.17668,1.17669,453,0
2025-07-07 06:00:00,1.1767,1.17736,1.17659,1.17716,435,0
2025-07-07 06:15:00,1.17716,1.17738,1.17712,1.17729,322,0
2025-07-07 06:30:00,1.17729,1.1773,1.17682,1.17693,497,0
2025-07-07 06:45:00,1.17695,1.17714,1.17682,1.17686,404,0
2025-07-07 07:00:00,1.17686,1.17719,1.17658,1.17671,410,0
2025-07-07 07:15:00,1.17671,1.17692,1.17658,1.17692,357,0
2025-07-07 07:30:00,1.17691,1.17701,1.17654,1.17659,402,0
2025-07-07 07:45:00,1.17659,1.17673,1.17635,1.17654,423,0
2025-07-07 08:00:00,1.17655,1.17681,1.17633,1.17659,488,0
2025-07-07 08:15:00,1.17659,1.17676,1.17631,1.17642,528,0
2025-07-07 08:30:00,1.17642,1.17694,1.17638,1.1769,446,0
2025-07-07 08:45:00,1.1769,1.17733,1.17682,1.17709,511,0
2025-07-07 09:00:00,1.17707,1.17729,1.17634,1.17668,713,0
2025-07-07 09:15:00,1.17668,1.17685,1.17613,1.17614,730,0
2025-07-07 09:30:00,1.17614,1.17614,1.17498,1.17521,837,0
2025-07-07 09:45:00,1.17521,1.17555,1.17496,1.17553,713,0
2025-07-07 10:00:00,1.17555,1.1758,1.17478,1.17555,960,0
2025-07-07 10:15:00,1.17555,1.17579,1.17476,1.17476,832,0
2025-07-07 10:30:00,1.17473,1.1752,1.17449,1.17465,808,0
2025-07-07 10:45:00,1.17465,1.17518,1.17448,1.17451,869,0
2025-07-07 11:00:00,1.1745,1.17468,1.17348,1.17384,795,0
2025-07-07 11:15:00,1.17384,1.17399,1.17339,1.17381,676,0
2025-07-07 11:30:00,1.17383,1.17408,1.17315,1.17324,711,0
2025-07-07 11:45:00,1.17324,1.17356,1.1723,1.17238,848,0
2025-07-07 12:00:00,1.17238,1.17276,1.17216,1.17259,730,0
2025-07-07 12:15:00,1.17259,1.1728,1.17248,1.17272,684,0
2025-07-07 12:30:00,1.17271,1.17317,1.17255,1.17297,643,0
2025-07-07 12:45:00,1.17297,1.17341,1.17281,1.17334,775,0
